"APPLIANCE","POOL","SHARE","PROJECT","EXPORT","DATACENTER"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","ECARE","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","TRAF","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","DWHC","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","DWHC","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","ESMTDB83","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","TIMCOAPP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","TIMCOAPP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","ECOMM","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","GRR","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","GRR","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.66/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.65/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.64/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.63/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.33/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.34/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.35/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.36/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.1/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.2/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.3/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PPM","@192.168.21.4/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.66/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.65/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.64/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.63/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.33/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.34/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.35/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.36/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.1/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.2/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.3/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","PPM","@192.168.21.4/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.5/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.6/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.7/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENOL","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NEWTP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","HPNP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.5/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.6/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.7/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","EENBATCH","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.66/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.65/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.64/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.63/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.33/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.34/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.35/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.36/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.1/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.2/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.3/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SXROAM","@192.168.21.4/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.66/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.65/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.64/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.63/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.33/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.34/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.35/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.36/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.1/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.2/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.3/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","SXROAM","@192.168.21.4/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","WEMASH","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","CNPDB","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","WFMDSO","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","WFMECARE","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SOA","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","SCTRF","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","ERAP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","ERAP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","DBRP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","APPLMON","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","PRESMOB","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","I2AMOBI","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM40","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","WFMRJM","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.5/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.6/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.7/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAM","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm03_bck","DOM0_P5XD1","@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm03_bck","DOM0_P5XD1","@192.168.21.41/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm03_bck","DOM0_P5XD1","@192.168.21.42/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm03_bck","DOM0_P5XD1","root=@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm03_bck","DOM0_P5XD1","@192.168.21.41/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm03_bck","DOM0_P5XD1","@192.168.21.42/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm04_bck","DOM0_P5XD1","@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm04_bck","DOM0_P5XD1","@192.168.21.43/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm04_bck","DOM0_P5XD1","@192.168.21.44/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm04_bck","DOM0_P5XD1","root=@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm04_bck","DOM0_P5XD1","@192.168.21.43/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm04_bck","DOM0_P5XD1","@192.168.21.44/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm05_bck","DOM0_P5XD1","@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm05_bck","DOM0_P5XD1","@192.168.21.45/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm05_bck","DOM0_P5XD1","@192.168.21.46/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm05_bck","DOM0_P5XD1","root=@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm05_bck","DOM0_P5XD1","@192.168.21.45/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm05_bck","DOM0_P5XD1","@192.168.21.46/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm02_bck","DOM0_P5XD1","@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm02_bck","DOM0_P5XD1","@192.168.21.25/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm02_bck","DOM0_P5XD1","@192.168.21.26/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm02_bck","DOM0_P5XD1","root=@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm02_bck","DOM0_P5XD1","@192.168.21.25/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm02_bck","DOM0_P5XD1","@192.168.21.26/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm01_bck","DOM0_P5XD1","@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm01_bck","DOM0_P5XD1","@192.168.21.23/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm01_bck","DOM0_P5XD1","@192.168.21.24/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm01_bck","DOM0_P5XD1","root=@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm01_bck","DOM0_P5XD1","@192.168.21.23/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm01_bck","DOM0_P5XD1","@192.168.21.24/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm06_bck","DOM0_P5XD1","@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm06_bck","DOM0_P5XD1","@192.168.21.47/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm06_bck","DOM0_P5XD1","@192.168.21.48/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm06_bck","DOM0_P5XD1","root=@192.168.21.129/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm06_bck","DOM0_P5XD1","@192.168.21.47/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","p5xd1dbvadm06_bck","DOM0_P5XD1","@192.168.21.48/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","RODEO","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup3","RODEO","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","RSIT","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","G51MOB","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","TMPNEMO","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","GESTEL","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","DBTP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","ECSDB","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.5/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.6/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.7/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","WAMS","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","DCP","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","NIAM40","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","IAMDWH40","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203C","Pool-01","backup1","FENPESE","@192.168.20.0/22","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.7/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.6/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.5/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.4/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.3/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.2/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.1/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@10.37.163.216/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@10.37.163.215/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","root=@192.168.21.37/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.38/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.39/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.40/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.71/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.72/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.73/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.74/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.8/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.7/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.6/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.5/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.4/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.3/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.2/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C2-C1_ZFS","LOG_ORACLE_C2-C1_ZFS","@192.168.21.1/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.63/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.64/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.65/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.66/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.33/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.34/32","Padova"
"PD1ZFSDBAAS-M203D","Pool-02","LOG_ORACLE_C3_ZFS","LOG_ORACLE_C3_ZFS","@192.168.21.35/32","Padova"
