"APPLIANCE","POOL","SHARE","PROJECT","EXPORT","DATACENTER"
"PD1ZFSPPCOL-B00D","Poll1","TMP_MIGRAZIONE","MIGRAZIONE","@192.168.10.3/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","TMP_MIGRAZIONE","MIGRAZIONE","@192.168.10.4/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","TMP_MIGRAZIONE","MIGRAZIONE","@192.168.10.5/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","TMP_MIGRAZIONE","MIGRAZIONE","@192.168.10.6/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm01_bck","DOM0_NPAT_COLLAUDO","@192.168.9.1/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm01_bck","DOM0_NPAT_COLLAUDO","@192.168.9.2/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm01_bck","DOM0_NPAT_COLLAUDO","@192.168.10.129/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm01_bck","DOM0_NPAT_COLLAUDO","root=@192.168.9.1/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm01_bck","DOM0_NPAT_COLLAUDO","@192.168.9.2/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm01_bck","DOM0_NPAT_COLLAUDO","@192.168.10.129/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm02_bck","DOM0_NPAT_COLLAUDO","@192.168.9.3/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm02_bck","DOM0_NPAT_COLLAUDO","@192.168.9.4/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm02_bck","DOM0_NPAT_COLLAUDO","@192.168.10.129/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm02_bck","DOM0_NPAT_COLLAUDO","root=@192.168.9.3/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm02_bck","DOM0_NPAT_COLLAUDO","@192.168.9.4/32","Padova"
"PD1ZFSPPCOL-B00D","Poll1","ppcx7dbvadm02_bck","DOM0_NPAT_COLLAUDO","@192.168.10.129/32","Padova"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PVCS","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","TTA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","RECDEV","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PPMPRD01","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","dwia","@192.168.10.1/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","dwia","@192.168.10.3/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFMFP","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","ro=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","EDWTSSC","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GMP","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.30/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.31/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.32/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.33/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","root=@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.30/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.31/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.32/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm04_bck","DOMO_DBAAS","@192.168.10.33/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.30/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.31/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.32/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.33/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","root=@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.30/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.31/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.32/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm03_bck","DOMO_DBAAS","@192.168.10.33/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm02_bck","DOMO_DBAAS","@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm02_bck","DOMO_DBAAS","@192.168.10.23/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm02_bck","DOMO_DBAAS","@192.168.10.22/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm02_bck","DOMO_DBAAS","root=@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm02_bck","DOMO_DBAAS","@192.168.10.23/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm02_bck","DOMO_DBAAS","@192.168.10.22/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm01_bck","DOMO_DBAAS","@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm01_bck","DOMO_DBAAS","@192.168.10.21/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm01_bck","DOMO_DBAAS","@192.168.10.20/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm01_bck","DOMO_DBAAS","root=@192.168.10.131/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm01_bck","DOMO_DBAAS","@192.168.10.21/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","p3xd1dbvadm01_bck","DOMO_DBAAS","@192.168.10.20/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.1/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.1/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.3/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","root=@192.168.10.1/32","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","prova","DWIA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DWIA","@192.168.10.1/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DWIA","@192.168.10.3/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","root=@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBT","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NISIDA","rw","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NISIDA","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NISIDA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NISIDA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NISIDA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ASCOT","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","SAMC","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DB","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","SMM","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","root=@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","NWFM","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","PCMS","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ADSL","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSRA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","SDDB","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","root=@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ORAQUBO","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DAILB","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","CDN","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ACROLO","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","CNPDB","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","VISMA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GEPPRAC","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DBSBM","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","DAITTM","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","TSSCTTMA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","root=@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","GIOIA","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","root=@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","ANAGRES","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","WEFLOWDB","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HCWNOC","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","HAL","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AMICA","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","TTMREPO","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","WRAPREG","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","root=@192.168.10.55/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.54/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.53/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","AVAS","@192.168.10.52/24","Oriolo"
"zfs-p3xd1-ctrl1","Pool-01","backup1","TTMA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","NISIDA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","OEM_ZFS","DBaaS_C3","@10.24.31.106/32","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","OEM_ZFS","DBaaS_C3","@10.24.31.105/32","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","GEPPRAC","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","DWIA","@192.168.10.3/24","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","DWIA","@192.168.10.1/24","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","TTA","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","ANAGRES","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","dwia","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","NWFMFP","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","DBT","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","TTMREPO","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","RECDEV","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","GMP","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","WRAPREG","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","PVCS","@192.168.10.0/22","Oriolo"
"zfs-p3xd1-ctrl2","Pool-02","backup2","TSSCTTMA","@192.168.10.0/22","Oriolo"
